FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,PREFIX,MULT,FILL,NOEDIT,TYPE,SEXCL,EEXCL,HLO,DECSEP,DIG3SEP,DATATYPE,LANGUAGE
DV5985G,2,2,Remained the same,1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV5985G,3,3,Worsened,1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV5985G,4,4,Unclear,1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV5985G,5,5,Not Applicable,1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV600G,1,1,Orthopedic,1,40,24,23,1E-12,,0,,0,N,N,N,,,,,
DV600G,2,2,Facial (plastic or ENT),1,40,24,23,1E-12,,0,,0,N,N,N,,,,,
DV600G,3,3,Neurosurgical,1,40,24,23,1E-12,,0,,0,N,N,N,,,,,
DV600G,4,4,Eye (opthalmology),1,40,24,23,1E-12,,0,,0,N,N,N,,,,,
DV600G,5,5,Vascular,1,40,24,23,1E-12,,0,,0,N,N,N,,,,,
DV600G,6,6,Urologic,1,40,24,23,1E-12,,0,,0,N,N,N,,,,,
DV600G,7,7,Other,1,40,24,23,1E-12,,0,,0,N,N,N,,,,,
DV6032G,1,1,Yes,1,40,4,3,1E-12,,0,,0,N,N,N,,,,,
DV6032G,2,2,No,1,40,4,3,1E-12,,0,,0,N,N,N,,,,,
DV6147G,1,1,Yes,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6147G,2,2,No,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6147G,3,3,Unable to assess,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6147G,4,4,Physician did not answer,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV618G,1,1,Known,1,40,8,7,1E-12,,0,,0,N,N,N,,,,,
DV618G,2,2,Unknown,1,40,8,7,1E-12,,0,,0,N,N,N,,,,,
DV6294G,1,1,erythema,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6294G,2,2,abrasion,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6294G,3,3,ecchymoses,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6294G,4,4,subcutaneous air,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6294G,5,5,laceration,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6294G,6,6,other,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6294G,7,7,Physician did not answer,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6299G,1,1,I,1,40,4,3,1E-12,,0,,0,N,N,N,,,,,
DV6299G,2,2,II,1,40,4,3,1E-12,,0,,0,N,N,N,,,,,
DV6299G,3,3,III,1,40,4,3,1E-12,,0,,0,N,N,N,,,,,
DV6299G,4,4,IV,1,40,4,3,1E-12,,0,,0,N,N,N,,,,,
DV6299G,5,5,V,1,40,4,3,1E-12,,0,,0,N,N,N,,,,,
DV6419G,0,0,none,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6419G,1,1,lap and shoulder harness,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6419G,2,2,lap belt only,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6419G,3,3,shoulder harness only,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6419G,4,4,infant car seat,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6419G,5,5,booster car seat,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6419G,6,6,unknown restraint system,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6419G,7,7,Physician did not answer,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6484G,-1,-1,Hispanic or Latino,1,40,23,22,1E-12,,0,,0,N,N,N,,,,,
DV6484G,0,0,Not Hispanic or Latino,1,40,23,22,1E-12,,0,,0,N,N,N,,,,,
DV6484G,1,1,Unknown,1,40,23,22,1E-12,,0,,0,N,N,N,,,,,
DV6542G,1,1,Occupant in Motor Vehicle Collision (MVC),1,49,49,48,1E-12,,0,,0,N,N,N,,,,,
DV6542G,2,2,Fall from an elevation,1,49,49,48,1E-12,,0,,0,N,N,N,,,,,
DV6542G,3,3,Fall down stairs,1,49,49,48,1E-12,,0,,0,N,N,N,,,,,
DV6542G,4,4,Pedestrian or bicyclist struck by moving vehicle,1,49,49,48,1E-12,,0,,0,N,N,N,,,,,
DV6542G,5,5,Bike collision or fall from bike while riding,1,49,49,48,1E-12,,0,,0,N,N,N,,,,,
DV6542G,6,6,Motorcycle/ATV/Motorized Scooter collision,1,49,49,48,1E-12,,0,,0,N,N,N,,,,,
DV6542G,7,7,Object struck abdomen,1,49,49,48,1E-12,,0,,0,N,N,N,,,,,
DV6542G,8,8,Unknown mechanism,1,49,49,48,1E-12,,0,,0,N,N,N,,,,,
DV6542G,9,9,Other mechanism,1,49,49,48,1E-12,,0,,0,N,N,N,,,,,
DV6542G,10,10,Physician did not answer,1,49,49,48,1E-12,,0,,0,N,N,N,,,,,
DV6543G,1,1,Ejected from auto,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6543G,2,2,Rollover,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6543G,3,3,Death in same collision,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6543G,4,4,None of these,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6543G,5,5,Unknown,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6543G,6,6,Physician did not answer,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6558G,1,1,4: Spontaneous,1,40,15,14,1E-12,,0,,0,N,N,N,,,,,
DV6558G,2,2,3: Verbal,1,40,15,14,1E-12,,0,,0,N,N,N,,,,,
DV6558G,3,3,2: Pain,1,40,15,14,1E-12,,0,,0,N,N,N,,,,,
DV6558G,4,4,1: None,1,40,15,14,1E-12,,0,,0,N,N,N,,,,,
DV6559G,1,1,5: Oriented - coos/babbles,1,40,39,38,1E-12,,0,,0,N,N,N,,,,,
DV6559G,2,2,4: Confused - irritable/cries,1,40,39,38,1E-12,,0,,0,N,N,N,,,,,
DV6559G,3,3,3: Inappropriate words - cries to pain,1,40,39,38,1E-12,,0,,0,N,N,N,,,,,
DV6559G,4,4,2: Incomprehensible sounds - moans,1,40,39,38,1E-12,,0,,0,N,N,N,,,,,
DV6559G,5,5,1: None,1,40,39,38,1E-12,,0,,0,N,N,N,,,,,
DV6560G,1,1,6: Follow Commands,1,40,39,38,1E-12,,0,,0,N,N,N,,,,,
DV6560G,2,2,5: Localizes pain - withdraws to touch,1,40,39,38,1E-12,,0,,0,N,N,N,,,,,
DV6560G,3,3,4: Withdraws to pain,1,40,39,38,1E-12,,0,,0,N,N,N,,,,,
DV6560G,4,4,3:Abnormal flexure posturing,1,40,39,38,1E-12,,0,,0,N,N,N,,,,,
DV6560G,5,5,2: Abnormal extension posturing,1,40,39,38,1E-12,,0,,0,N,N,N,,,,,
DV6560G,6,6,1: None,1,40,39,38,1E-12,,0,,0,N,N,N,,,,,
DV6575G,1,1,Yes,1,40,15,14,1E-12,,0,,0,N,N,N,,,,,
DV6575G,2,2,Unknown,1,40,15,14,1E-12,,0,,0,N,N,N,,,,,
DV6575G,3,3,Not documented,1,40,15,14,1E-12,,0,,0,N,N,N,,,,,
DV6577G,1,1,Home,1,40,34,33,1E-12,,0,,0,N,N,N,,,,,
DV6577G,2,2,Against Medical Advice (AMA),1,40,34,33,1E-12,,0,,0,N,N,N,,,,,
DV6577G,3,3,Death in ED,1,40,34,33,1E-12,,0,,0,N,N,N,,,,,
DV6577G,4,4,Admit- general inpatient,1,40,34,33,1E-12,,0,,0,N,N,N,,,,,
DV6577G,5,5,Admit short-stay/observation unit,1,40,34,33,1E-12,,0,,0,N,N,N,,,,,
DV6577G,6,6,Operating Room,1,40,34,33,1E-12,,0,,0,N,N,N,,,,,
DV6577G,7,7,ICU,1,40,34,33,1E-12,,0,,0,N,N,N,,,,,
DV6577G,8,8,Transferred to another hospital,1,40,34,33,1E-12,,0,,0,N,N,N,,,,,
DV6577G,9,9,Other,1,40,34,33,1E-12,,0,,0,N,N,N,,,,,
DV657G,1,1,Duodenum,1,40,9,8,1E-12,,0,,0,N,N,N,,,,,
DV657G,2,2,Other,1,40,9,8,1E-12,,0,,0,N,N,N,,,,,
DV6592G,1,1,Pubis,1,40,20,19,1E-12,,0,,0,N,N,N,,,,,
DV6592G,2,2,Ilium,1,40,20,19,1E-12,,0,,0,N,N,N,,,,,
DV6592G,3,3,Ischium,1,40,20,19,1E-12,,0,,0,N,N,N,,,,,
DV6592G,4,4,Sacrum,1,40,20,19,1E-12,,0,,0,N,N,N,,,,,
DV6592G,5,5,Acetabular fracture,1,40,20,19,1E-12,,0,,0,N,N,N,,,,,
DV6592G,6,6,Hip dislocation,1,40,20,19,1E-12,,0,,0,N,N,N,,,,,
DV6592G,7,7,Open book fracture,1,40,20,19,1E-12,,0,,0,N,N,N,,,,,
DV6592G,8,8,SI joint disruption,1,40,20,19,1E-12,,0,,0,N,N,N,,,,,
DV6592G,9,9,Other,1,40,20,19,1E-12,,0,,0,N,N,N,,,,,
DV6626G,0,0,None,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6626G,1,1,Diffuse,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6626G,2,2,Above the umbilicus,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6626G,3,3,Below the umbilicus,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6626G,4,4,Peri-umbilical,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6626G,5,5,Unknown,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6626G,6,6,Physician did not answer,1,40,25,24,1E-12,,0,,0,N,N,N,,,,,
DV6726G,1,1,1,1,40,2,1,1E-12,,0,,0,N,N,N,,,,,
DV6726G,2,2,2,1,40,2,1,1E-12,,0,,0,N,N,N,,,,,
DV6726G,3,3,3,1,40,2,1,1E-12,,0,,0,N,N,N,,,,,
DV6726G,4,4,4,1,40,2,1,1E-12,,0,,0,N,N,N,,,,,
DV6726G,5,5,5,1,40,2,1,1E-12,,0,,0,N,N,N,,,,,
DV6726G,6,6,6,1,40,2,1,1E-12,,0,,0,N,N,N,,,,,
DV6727G,1,1,1,1,40,2,1,1E-12,,0,,0,N,N,N,,,,,
DV6727G,2,2,2,1,40,2,1,1E-12,,0,,0,N,N,N,,,,,
DV6727G,3,3,3,1,40,2,1,1E-12,,0,,0,N,N,N,,,,,
DV6832G,1,1,Yes,1,40,10,9,1E-12,,0,,0,N,N,N,,,,,
DV6832G,2,2,No,1,40,10,9,1E-12,,0,,0,N,N,N,,,,,
DV6832G,3,3,Equivocal,1,40,10,9,1E-12,,0,,0,N,N,N,,,,,
DV6914G,0,0,No Intervention,1,40,21,20,1E-12,,0,,0,N,N,N,,,,,
DV6914G,1,1,Stomach resection,1,40,21,20,1E-12,,0,,0,N,N,N,,,,,
DV6914G,2,2,Stomach repair,1,40,21,20,1E-12,,0,,0,N,N,N,,,,,
DV6914G,3,3,Other stomach repair,1,40,21,20,1E-12,,0,,0,N,N,N,,,,,
DV6915G,0,0,No Intervention to the other injury identified,1,47,47,46,1E-12,,0,,0,N,N,N,,,,,
DV6915G,1,1,Other,1,47,47,46,1E-12,,0,,0,N,N,N,,,,,
DV720G,1,1,Spleen,1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV720G,2,2,Liver,1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV720G,3,3,Kidney,1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV720G,4,4,GI (mesentery),1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV720G,5,5,Adrenal,1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV720G,6,6,Pancreas,1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV720G,7,7,Bladder,1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV720G,8,8,Fascial defect,1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV720G,9,9,Dictation unclear,1,40,18,17,1E-12,,0,,0,N,N,N,,,,,
DV735G,1,1,Yes,1,40,8,7,1E-12,,0,,0,N,N,N,,,,,
DV735G,2,2,No,1,40,8,7,1E-12,,0,,0,N,N,N,,,,,
DV735G,3,3,Unknown,1,40,8,7,1E-12,,0,,0,N,N,N,,,,,
DV834G,1,1,Intraperitoneal bladder injury,1,41,41,40,1E-12,,0,,0,N,N,N,,,,,
DV834G,2,2,Extraperitoneal bladder injury,1,41,41,40,1E-12,,0,,0,N,N,N,,,,,
DV834G,3,3,Bladder hematoma,1,41,41,40,1E-12,,0,,0,N,N,N,,,,,
DV834G,4,4,Both intraperitoneal and extraperitoneal,1,41,41,40,1E-12,,0,,0,N,N,N,,,,,
DV834G,5,5,Other bladder injury,1,41,41,40,1E-12,,0,,0,N,N,N,,,,,
DV868G,0,0,No Intervention,1,40,30,29,1E-12,,0,,0,N,N,N,,,,,
DV868G,1,1,Bowel resection,1,40,30,29,1E-12,,0,,0,N,N,N,,,,,
DV868G,2,2,Bowel re-anastamosis,1,40,30,29,1E-12,,0,,0,N,N,N,,,,,
DV868G,3,3,Full thickness repair,1,40,30,29,1E-12,,0,,0,N,N,N,,,,,
DV868G,4,4,Serosal repair,1,40,30,29,1E-12,,0,,0,N,N,N,,,,,
DV868G,5,5,Hematoma drainage,1,40,30,29,1E-12,,0,,0,N,N,N,,,,,
DV868G,6,6,Mesenteric repair,1,40,30,29,1E-12,,0,,0,N,N,N,,,,,
DV868G,7,7,Other gastrointestinal repair,1,40,30,29,1E-12,,0,,0,N,N,N,,,,,
DV974G,0,0,No Intervention,1,40,27,26,1E-12,,0,,0,N,N,N,,,,,
DV974G,1,1,Resection,1,40,27,26,1E-12,,0,,0,N,N,N,,,,,
DV974G,2,2,Packing,1,40,27,26,1E-12,,0,,0,N,N,N,,,,,
DV974G,3,3,Use of hemostatic agent(s),1,40,27,26,1E-12,,0,,0,N,N,N,,,,,
DV974G,4,4,Suture repair,1,40,27,26,1E-12,,0,,0,N,N,N,,,,,
DV974G,5,5,Other,1,40,27,26,1E-12,,0,,0,N,N,N,,,,,
ERCPGRD,1,1,AAST Grade 1 or 2,1,58,58,58,0,,0,,0,N,N,N,,,,,
ERCPGRD,2,2,"AAST Grade 3, 4, or 5",1,58,58,58,0,,0,,0,N,N,N,,,,,
ERCPGRD,93,93,Unable to determine pancreatic injury grade by ERCP report,1,58,58,58,0,,0,,0,N,N,N,,,,,
ERCPPCST,1,1,Duct transected,1,33,33,33,0,,0,,0,N,N,N,,,,,
ERCPPCST,2,2,Duct not transected,1,33,33,33,0,,0,,0,N,N,N,,,,,
ERCPPCST,3,3,Duct status indeterminate on ERCP,1,33,33,33,0,,0,,0,N,N,N,,,,,
ERCPPCST,97,97,No mention of duct status on ERCP,1,33,33,33,0,,0,,0,N,N,N,,,,,
FUCOMP,1,1,Delayed bilateral obstructive uropathy,1,38,38,38,0,,0,,0,N,N,N,,,,,
FUCOMP,2,2,Urinary retention,1,38,38,38,0,,0,,0,N,N,N,,,,,
FUCOMP,90,90,Other delayed complications,1,38,38,38,0,,0,,0,N,N,N,,,,,
GICOMP,0,0,No complications identified form the GI injury,1,139,139,139,0,,0,,0,N,N,N,,,,,
GICOMP,1,1,Intra-abdominal abscess (collection of pus/fluid and treated as an abscess by the treating physician),1,139,139,139,0,,0,,0,N,N,N,,,,,
GICOMP,2,2,Wound (surgical incision) dehiscence,1,139,139,139,0,,0,,0,N,N,N,,,,,
GICOMP,3,3,Wound (surgical incision) infection (erythema around or pus from wound considered an infection by treating physician and given antibiotics),1,139,139,139,0,,0,,0,N,N,N,,,,,
GICOMP,4,4,Sepsis (as diagnosed by the treating physicians) and caused by the GI injury,1,139,139,139,0,,0,,0,N,N,N,,,,,
GICOMP,5,5,Post-operative peritonitis,1,139,139,139,0,,0,,0,N,N,N,,,,,
GICOMP,6,6,External fistula from the GI injury,1,139,139,139,0,,0,,0,N,N,N,,,,,
GICOMP,7,7,Anatomic disruption of the GI tract,1,139,139,139,0,,0,,0,N,N,N,,,,,
GICOMP,8,8,Renal failure because of GI injury,1,139,139,139,0,,0,,0,N,N,N,,,,,
GICOMP,9,9,Death from GI injury,1,139,139,139,0,,0,,0,N,N,N,,,,,
GICOMP,90,90,Other,1,139,139,139,0,,0,,0,N,N,N,,,,,
GIINJ,1,1,Gastrointestinal injury at laparotomy,1,153,153,153,0,,0,,0,N,N,N,,,,,
GIINJ,2,2,Gastrointestinal injury identified by laparoscopy,1,153,153,153,0,,0,,0,N,N,N,,,,,
GIINJ,3,3,"Gastrointestinal injury definitively identified on abdominal CT scan (CT demonstrates bowel hematoma, mesenteric hematoma, etc)",1,153,153,153,0,,0,,0,N,N,N,,,,,
GIINJ,4,4,Gastrointestinal injury by upper gastrointestinal series (contrast enhanced plain films of the upper gastrointestinal tract- stomach and small intestine),1,153,153,153,0,,0,,0,N,N,N,,,,,
GIINJ,5,5,Gastrointestinal injury identified MRI,1,153,153,153,0,,0,,0,N,N,N,,,,,
GIINJ,6,6,Gastrointestinal injury identified on the treating physicians' suspicion,1,153,153,153,0,,0,,0,N,N,N,,,,,
GIINJ,7,7,Gastrointestinal injury identified at autopsy,1,153,153,153,0,,0,,0,N,N,N,,,,,
GIINJ,90,90,Gastrointestinal injury identified by other means,1,153,153,153,0,,0,,0,N,N,N,,,,,
GRDSPCA,1,1,"AAST Grade I: Hematoma- minor contusion without duct injury, or Laceration- superficial laceration without duct injury",1,143,143,143,0,,0,,0,N,N,N,,,,,
GRDSPCA,2,2,"AAST Grade II: Hematoma- major contusion without duct injury or tissue loss, or Laceration- major laceration without duct injury or tissue loss",1,143,143,143,0,,0,,0,N,N,N,,,,,
GRDSPCA,93,93,Unclear if Grade 1 or Grade 2,1,143,143,143,0,,0,,0,N,N,N,,,,,
GRDSPCB,1,1,AAST Grade III: Laceration- distal transection or parenchymal injury with duct injury,1,165,165,165,1E-12,,0,,0,N,N,N,,,,,
GRDSPCB,2,2,AAST Grade IV: Laceration- proximal transection or parenchymal injury involving ampulla (proximal pancreas is to the patients' right of the superior mesenteric vein),1,165,165,165,1E-12,,0,,0,N,N,N,,,,,
GRDSPCB,3,3,AAST Grade V: Massive disruption of pancreatic head,1,165,165,165,1E-12,,0,,0,N,N,N,,,,,
GRDSPCB,93,93,"Unclear if Grade 3, 4, or 5",1,165,165,165,1E-12,,0,,0,N,N,N,,,,,
INJPHYS,1,1,Seat belt sign,1,27,27,27,0,,0,,0,N,N,N,,,,,
INJPHYS,2,2,Persistent vomiting,1,27,27,27,0,,0,,0,N,N,N,,,,,
INJPHYS,3,3,Handlebar injury to abdomen,1,27,27,27,0,,0,,0,N,N,N,,,,,
INJPHYS,4,4,Abdominal pain/tenderness,1,27,27,27,0,,0,,0,N,N,N,,,,,
INJPHYS,90,90,Other,1,27,27,27,0,,0,,0,N,N,N,,,,,
LAPGRADE,1,1,AAST Grade 1 or 2,1,77,77,77,0,,0,,0,N,N,N,,,,,
LAPGRADE,2,2,"AAST Grade 3, 4, or 5",1,77,77,77,0,,0,,0,N,N,N,,,,,
LAPGRADE,3,3,Only traumatic finding at laparotomy/laparoscopy is fluid around the pancreas,1,77,77,77,0,,0,,0,N,N,N,,,,,
LAPGRADE,93,93,Unable to determine pancreatic injury grade by laparotomy/laparoscopy report,1,77,77,77,0,,0,,0,N,N,N,,,,,
LAPTYPE,1,1,Exploratory Laparotomy,1,65,65,65,1E-12,,0,,0,N,N,N,,,,,
LAPTYPE,2,2,Decompressive Laparotomy,1,65,65,65,1E-12,,0,,0,N,N,N,,,,,
LAPTYPE,3,3,Exploratory and Decompressive Laparotomy,1,65,65,65,1E-12,,0,,0,N,N,N,,,,,
LAPTYPE,4,4,Laparoscopy,1,65,65,65,1E-12,,0,,0,N,N,N,,,,,
LAPTYPE,5,5,Laparoscopy converted to Laparotomy,1,65,65,65,1E-12,,0,,0,N,N,N,,,,,
LAPTYPE,6,6,Laparoscopy converted to Exploratory and Decompressive Laparotomy,1,65,65,65,1E-12,,0,,0,N,N,N,,,,,
LAPTYPE,7,7,Other,1,65,65,65,1E-12,,0,,0,N,N,N,,,,,
LIPASE,1,1,No lipase measured during the ED evaluation or hospitalization,1,62,62,62,1E-12,,0,,0,N,N,N,,,,,
LPPCST,1,1,Duct transected,1,100,100,100,0,,0,,0,N,N,N,,,,,
LPPCST,2,2,Duct not transected,1,100,100,100,0,,0,,0,N,N,N,,,,,
LPPCST,3,3,Duct status indeterminate despite clear mention of attempt at ascertainment,1,100,100,100,0,,0,,0,N,N,N,,,,,
LPPCST,4,4,Attempt to ascertaining duct status not mentioned in laparotomy/laparoscopy report or medical record,1,100,100,100,0,,0,,0,N,N,N,,,,,
MESLOC,1,1,Small intestine mesentery,1,25,25,25,0,,0,,0,N,N,N,,,,,
MESLOC,2,2,Large intestine mesentery,1,25,25,25,0,,0,,0,N,N,N,,,,,
MESLOC,90,90,Other,1,25,25,25,0,,0,,0,N,N,N,,,,,
MESTYPE,1,1,Hematoma,1,22,22,22,0,,0,,0,N,N,N,,,,,
MESTYPE,2,2,Perforation/laceration,1,22,22,22,0,,0,,0,N,N,N,,,,,
MESTYPE,3,3,Edema,1,22,22,22,0,,0,,0,N,N,N,,,,,
METHOD,1,1,Laparotomy,1,11,11,11,0,,0,,0,N,N,N,,,,,
METHOD,2,2,Laparoscopy,1,11,11,11,0,,0,,0,N,N,N,,,,,
METHOD,3,3,CT,1,11,11,11,0,,0,,0,N,N,N,,,,,
METHOD,4,4,Upper GI,1,11,11,11,0,,0,,0,N,N,N,,,,,
METHOD,5,5,MRI,1,11,11,11,0,,0,,0,N,N,N,,,,,
METHOD,6,6,Autopsy,1,11,11,11,0,,0,,0,N,N,N,,,,,
METHOD,90,90,Other,1,11,11,11,0,,0,,0,N,N,N,,,,,
MRIGRADE,1,1,AAST Grade 1 or 2,1,57,57,57,0,,0,,0,N,N,N,,,,,
MRIGRADE,2,2,"AAST Grade 3, 4, or 5",1,57,57,57,0,,0,,0,N,N,N,,,,,
MRIGRADE,3,3,Only MRI finding is fluid around the pancreas,1,57,57,57,0,,0,,0,N,N,N,,,,,
MRIGRADE,93,93,Unable to determine pancreatic injury grade by MRI report,1,57,57,57,0,,0,,0,N,N,N,,,,,
MRIPCST,1,1,Duct transected,1,32,32,32,0,,0,,0,N,N,N,,,,,
MRIPCST,2,2,Duct not transected,1,32,32,32,0,,0,,0,N,N,N,,,,,
MRIPCST,3,3,Duct status indeterminate on MRI,1,32,32,32,0,,0,,0,N,N,N,,,,,
MRIPCST,97,97,No mention of duct status on MRI,1,32,32,32,0,,0,,0,N,N,N,,,,,
ORGAN,1,1,Splenic Injury,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,2,2,Liver Injury,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,3,3,Gallbladder Injury,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,4,4,Pancreatic Injury,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,5,5,Renal Injury,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,6,6,Urinary Bladder Injury,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,7,7,Gastrointestinal Injury,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,8,8,Adrenal Injury,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,9,9,Intra-Abdonimal Vascular Injury,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,10,10,Fascial Defect,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,11,11,Intraperitoneal Fluid,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,12,12,Retroperitoneal Injury,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,13,13,Thoracic Injury,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,14,14,Pelvic Fracture,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,15,15,Vertebral Injury,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
ORGAN,16,16,Other,1,40,31,31,1E-12,,0,,0,N,N,N,,,,,
OTGRADE,1,1,AAST Grade 1 or 2,1,21,21,21,0,,0,,0,N,N,N,,,,,
OTGRADE,2,2,"AAST Grade 3, 4, or 5",1,21,21,21,0,,0,,0,N,N,N,,,,,
PANCCOMP,1,1,Pancreatic fistula (drainage of more than 70 mlo for more than 5 days of amylase-rich fluid),1,92,92,92,0,,0,,0,N,N,N,,,,,
PANCCOMP,2,2,Pseudocyst,1,92,92,92,0,,0,,0,N,N,N,,,,,
PANCCOMP,3,3,Peripancreatic abscess,1,92,92,92,0,,0,,0,N,N,N,,,,,
PANCCOMP,4,4,Leak from pancreatico-enteric anastomosis,1,92,92,92,0,,0,,0,N,N,N,,,,,
PANCCOMP,5,5,Bleeding (post-laparotomy) from pancreas,1,92,92,92,0,,0,,0,N,N,N,,,,,
PANCCOMP,6,6,Traumatic pancreatitis,1,92,92,92,0,,0,,0,N,N,N,,,,,
PANCCOMP,7,7,Death from pancreatic injury,1,92,92,92,0,,0,,0,N,N,N,,,,,
PANCCOMP,8,8,Sepsis from the pancreatic injury,1,92,92,92,0,,0,,0,N,N,N,,,,,
PANCCOMP,90,90,Other complication from the pancreatic injury not listed above,1,92,92,92,0,,0,,0,N,N,N,,,,,
PANCCOMP,91,91,None,1,92,92,92,0,,0,,0,N,N,N,,,,,
REFUSEFU,1,1,Yes,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
REFUSEFU,2,2,No,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
REFUSEFU,3,3,Not applicable per study protocol,1,40,33,33,1E-12,,0,,0,N,N,N,,,,,
SMINGRD,1,1,Grade I: Hematoma- contusion or hematoma without devascularization,1,78,78,78,0,,0,,0,N,N,N,,,,,
SMINGRD,2,2,"Grade I: Laceration- partial thickness, no laceration",1,78,78,78,0,,0,,0,N,N,N,,,,,
SMINGRD,3,3,Grade II: Laceration- disruption < 50% of circumference,1,78,78,78,0,,0,,0,N,N,N,,,,,
SMINGRD,4,4,Grade III: Laceration- disruption >= 50% circumference without transaction,1,78,78,78,0,,0,,0,N,N,N,,,,,
SMINGRD,5,5,Grade IV: Laceration- transection of the small bowel,1,78,78,78,0,,0,,0,N,N,N,,,,,
SMINGRD,7,7,Grave V: Laceration- transaction of the small bowel with segmental tissue loss,1,78,78,78,0,,0,,0,N,N,N,,,,,
SMINGRD,8,8,Grade V: Vascular- devascularized segment,1,78,78,78,0,,0,,0,N,N,N,,,,,
SMINGRD,93,93,Unable to grade injury (try to grade injury and avoid this response),1,78,78,78,0,,0,,0,N,N,N,,,,,
SMINTLOC,1,1,Jejunum,1,22,22,22,0,,0,,0,N,N,N,,,,,
SMINTLOC,2,2,Ileum,1,22,22,22,0,,0,,0,N,N,N,,,,,
SMINTLOC,97,97,Location not specified,1,22,22,22,0,,0,,0,N,N,N,,,,,
TYPE,1,1,Hematoma,1,17,17,17,0,,0,,0,N,N,N,,,,,
TYPE,2,2,Perforation,1,17,17,17,0,,0,,0,N,N,N,,,,,
TYPE,3,3,Serosal Tear,1,17,17,17,0,,0,,0,N,N,N,,,,,
TYPE,4,4,Devascularization,1,17,17,17,0,,0,,0,N,N,N,,,,,
URBLAD,1,1,Urinary bladder injury identified by laparoscopy/laparotomy,1,148,148,148,0,,0,,0,N,N,N,,,,,
