feature,0,1,2,3,4,5,6,7
SeizLen_5-15 min,0.0,7.905519283017347e-05,0.0015548698706815051,0.00047287489493872,0.0,0.005419938740087133,0.0005153500947537561,0.0009742343358387179
OSIPelvis_92,0.0,0.0,0.005936383123004626,0.00207873525883562,0.0020097866296929735,0.0,0.0002647447362644733,0.0
SFxBas_nan,0.0,0.0,0.0029098619768503026,0.0,0.0,0.0,0.0,0.0019486742537207207
Intubated_1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InjuryMech_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drugs_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InjuryMech_FallStair,0.0,0.0,0.0,0.0,0.0005694365580163027,0.0,0.0,0.0
InjuryMech_Other,0.0,0.0,0.0,0.0,0.0013635183142861466,0.0009433235315222482,0.0,0.003598256717268394
Clav_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NeuroDReflex_0,0.0,0.0,0.002461498460173465,0.0,0.0018855719571686874,0.0029236781576167854,0.002450182081179261,0.0006592388865957551
Paralyzed_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VomitStart_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paralyzed_1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SeizOccur_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAStart_1-4 hrs after event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ClavFace_1,0.0,0.002255837663160751,0.0008643356743685023,0.001015692745754692,0.0006431367300310108,0.001608840614991937,0.0,0.0033481512025717087
NeuroDCranial_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
InjuryMech_MVC,0.0,0.007723942609973148,0.0,0.0004986751731282288,0.0028335806875153004,0.0,0.0,0.004219255632668584
HAStart_Before head injury,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HemaSize_Small,0.0,0.0,0.00032904594311366337,0.0,0.0,0.0,0.0,0.0
VomitNbr_Twice,0.0,0.0009998325157302473,0.0,0.0,0.0,0.0,0.0012592853313800145,0.0005754694505121096
HASeverity_Not applicable,0.0,0.002253305739160704,0.0015249736052372284,0.0033983995947874713,0.0,0.0010568720750519472,0.0008050191359826618,0.0007533238807975307
Drugs_1.0,0.0,0.009745625054681406,0.0013330485528059357,0.007049279239955635,0.013648831372158998,0.0006151857174815877,0.00280632110194989,0.01625675864361281
HemaLoc_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VomitStart_Before head injury,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ClavNeck_0,0.0,8.924216528757709e-05,0.0015058558048708936,0.0010418049241802717,0.0019317898042449022,0.0019988009202419298,0.0020911541518813218,0.002332771242195525
HAStart_>4 hrs after event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VomitStart_>4 hrs after event,0.0,0.0011460030987143516,0.0,0.000950929257185035,0.0,0.0,0.0,0.0008327994075749163
SFxPalp_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VomitNbr_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HemaSize_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HA_verb_91.0,0.0,0.001488951186323716,0.004075328912040724,0.0001997583927827507,0.004386232217838591,0.0,0.0,0.0003717124688620087
Vomit_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paralyzed_0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intubated_nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
